"Type","Death.Benefit","Age","Premium","Loading","Profit","Expenses","Year","Intervention","Mortality","Reduction"
"T20",100000,55,707.9532461,0.4,2617.896357,3,2004,TRUE,3,1
"T20",250000,26,860.5229469,0.4,3132.518839,3,2004,TRUE,3,1
"T20",250000,35,939.6452903,0.4,3429.12568,3,2004,TRUE,3,1
"T20",250000,45,1093.600119,0.4,4190.154605,3,2004,TRUE,3,1
"T20",250000,55,1628.928497,0.4,6231.774158,3,2004,TRUE,3,1
"T20",500000,26,1623.661275,0.4,6053.429066,3,2004,TRUE,3,1
"T20",500000,35,1781.824541,0.4,6646.89411,3,2004,TRUE,3,1
"T20",500000,45,2093.854349,0.4,8169.702864,3,2004,TRUE,3,1
"T20",500000,55,3163.887249,0.4,12254.90383,3,2004,TRUE,3,1
"T20",1000000,26,3149.937931,0.4,11895.24952,3,2004,TRUE,3,1
"T20",1000000,35,3466.183043,0.4,13082.43097,3,2004,TRUE,3,1
"T20",1000000,45,4094.36281,0.4,16128.79938,3,2004,TRUE,3,1
"T20",1000000,55,6233.804753,0.4,24301.16316,3,2004,TRUE,3,1
"T20",2000000,26,6202.491242,0.4,23578.89043,3,2004,TRUE,3,1
"T20",2000000,35,6834.900046,0.4,25953.50469,3,2004,TRUE,3,1
"T20",2000000,45,8095.379731,0.4,32046.99242,3,2004,TRUE,3,1
"T20",2000000,55,12373.63976,0.4,48393.68184,3,2004,TRUE,3,1
"SPWL",50000,26,2812.046873,0.4,967.15,3,2004,TRUE,3,1
"SPWL",50000,35,3178.657103,0.4,1231.59,3,2004,TRUE,3,1
"SPWL",50000,45,4120.559726,0.4,1598.76,3,2004,TRUE,3,1
"SPWL",50000,55,6266.435133,0.4,2425.21,3,2004,TRUE,3,1
"SPWL",100000,26,4625.470095,0.4,1816.58,3,2004,TRUE,3,1
"SPWL",100000,35,5361.719655,0.4,2105.71,3,2004,TRUE,3,1
"SPWL",100000,45,7253.53995,0.4,2843.2,3,2004,TRUE,3,1
"SPWL",100000,55,11564.1508,0.4,4503.43,3,2004,TRUE,3,1
"SPWL",250000,26,10065.73976,0.4,4003.45,3,2004,TRUE,3,1
"SPWL",250000,35,11910.90731,0.4,4728.06,3,2004,TRUE,3,1
"SPWL",250000,45,16652.48062,0.4,6576.5,3,2004,TRUE,3,1
"SPWL",250000,55,27457.29779,0.4,10738.08,3,2004,TRUE,3,1
"SPWL",500000,26,19132.85587,0.4,7648.23,3,2004,TRUE,3,1
"SPWL",500000,35,22826.22007,0.4,9098.63,3,2004,TRUE,3,1
"SPWL",500000,45,32317.38173,0.4,12798.67,3,2004,TRUE,3,1
"SPWL",500000,55,53945.87611,0.4,21129.16,3,2004,TRUE,3,1
"SPWL",1000000,26,37267.08809,0.4,14937.79,3,2004,TRUE,3,1
"SPWL",1000000,35,44656.8456,0.4,17839.79,3,2004,TRUE,3,1
"SPWL",1000000,45,63647.18396,0.4,25243,3,2004,TRUE,3,1
"SPWL",1000000,55,106923.0328,0.4,41911.33,3,2004,TRUE,3,1
"SPWL",2000000,26,73535.55252,0.4,29516.9,3,2004,TRUE,3,1
"SPWL",2000000,35,88318.09664,0.4,35322.11,3,2004,TRUE,3,1
"SPWL",2000000,45,126306.7884,0.4,50131.68,3,2004,TRUE,3,1
"SPWL",2000000,55,212877.346,0.4,83475.66,3,2004,TRUE,3,1
"T20",50000,26,250.1076478,0.4,860.5687953,3,2004,TRUE,3,2
"T20",50000,35,251.9038549,0.4,916.4406048,3,2004,TRUE,3,2
"T20",50000,45,293.396735,0.4,1094.315963,3,2004,TRUE,3,2
"T20",50000,55,400.9614957,0.4,1546.628724,3,2004,TRUE,3,2
"T20",100000,26,402.6399502,0.4,1507.873591,3,2004,TRUE,3,2
"T20",100000,35,434.3377398,0.4,1639.400625,3,2004,TRUE,3,2
"T20",100000,45,493.447581,0.4,1976.972742,3,2004,TRUE,3,2
"T20",100000,55,707.9532461,0.4,2883.082725,3,2004,TRUE,3,2
"T20",250000,26,860.5229469,0.4,3451.05923,3,2004,TRUE,3,2
"T20",250000,35,939.6452903,0.4,3780.162313,3,2004,TRUE,3,2
"T20",250000,45,1093.600119,0.4,4624.943077,3,2004,TRUE,3,2
"T20",250000,55,1628.928497,0.4,6892.444731,3,2004,TRUE,3,2
"T20",500000,26,1623.661275,0.4,6689.701962,3,2004,TRUE,3,2
"T20",500000,35,1781.824541,0.4,7348.098461,3,2004,TRUE,3,2
"T20",500000,45,2093.854349,0.4,9038.226968,3,2004,TRUE,3,2
"T20",500000,55,3163.887249,0.4,13574.71474,3,2004,TRUE,3,2
"T20",1000000,26,3149.937931,0.4,13166.98743,3,2004,TRUE,3,2
"T20",1000000,35,3466.183043,0.4,14483.97076,3,2004,TRUE,3,2
"T20",1000000,45,4094.36281,0.4,17864.79475,3,2004,TRUE,3,2
"T20",1000000,55,6233.804753,0.4,26939.25476,3,2004,TRUE,3,2
"T20",2000000,26,6202.491242,0.4,26121.55835,3,2004,TRUE,3,2
"T20",2000000,35,6834.900046,0.4,28755.71535,3,2004,TRUE,3,2
"T20",2000000,45,8095.379731,0.4,35517.93032,3,2004,TRUE,3,2
"T20",2000000,55,12373.63976,0.4,53668.33479,3,2004,TRUE,3,2
"SPWL",50000,26,2812.046873,0.4,1040.95,3,2004,TRUE,3,2
"SPWL",50000,35,3178.657103,0.4,1317.32,3,2004,TRUE,3,2
"SPWL",50000,45,4120.559726,0.4,1712.59,3,2004,TRUE,3,2
"SPWL",50000,55,6266.435133,0.4,2593.51,3,2004,TRUE,3,2
"SPWL",100000,26,4625.470095,0.4,1965,3,2004,TRUE,3,2
"SPWL",100000,35,5361.719655,0.4,2278.09,3,2004,TRUE,3,2
"SPWL",100000,45,7253.53995,0.4,3072.02,3,2004,TRUE,3,2
"SPWL",100000,55,11564.1508,0.4,4841.75,3,2004,TRUE,3,2
"SPWL",250000,26,10065.73976,0.4,4375.73,3,2004,TRUE,3,2
"SPWL",250000,35,11910.90731,0.4,5160.39,3,2004,TRUE,3,2
"SPWL",250000,45,16652.48062,0.4,7150.32,3,2004,TRUE,3,2
"SPWL",250000,55,27457.29779,0.4,11586.47,3,2004,TRUE,3,2
"SPWL",500000,26,19132.85587,0.4,8393.59,3,2004,TRUE,3,2
"SPWL",500000,35,22826.22007,0.4,9964.22,3,2004,TRUE,3,2
"SPWL",500000,45,32317.38173,0.4,13947.48,3,2004,TRUE,3,2
"SPWL",500000,55,53945.87611,0.4,22827.67,3,2004,TRUE,3,2
"SPWL",1000000,26,37267.08809,0.4,16429.33,3,2004,TRUE,3,2
"SPWL",1000000,35,44656.8456,0.4,19571.87,3,2004,TRUE,3,2
"SPWL",1000000,45,63647.18396,0.4,27541.8,3,2004,TRUE,3,2
"SPWL",1000000,55,106923.0328,0.4,45310.06,3,2004,TRUE,3,2
"SPWL",2000000,26,73535.55252,0.4,32500.81,3,2004,TRUE,3,2
"SPWL",2000000,35,88318.09664,0.4,38787.19,3,2004,TRUE,3,2
"SPWL",2000000,45,126306.7884,0.4,54730.46,3,2004,TRUE,3,2
"SPWL",2000000,55,212877.346,0.4,90274.85,3,2004,TRUE,3,2
"T20",50000,26,174.0648179,0.4,180.7227813,1,2014,TRUE,3,1
"T20",50000,35,180.7649017,0.4,662.9033124,1,2014,TRUE,3,1
"T20",50000,45,220.2714066,0.4,811.4329332,1,2014,TRUE,3,1
"T20",50000,55,323.0559441,0.4,1190.720652,1,2014,TRUE,3,1
"T20",100000,26,323.6353157,0.4,1173.985791,1,2014,TRUE,3,1
"T20",100000,35,352.8538453,0.4,1281.018084,1,2014,TRUE,3,1
"T20",100000,45,416.9166443,0.4,1567.685038,1,2014,TRUE,3,1
"T20",100000,55,622.3316755,0.4,2326.700414,1,2014,TRUE,3,1
"T20",250000,26,772.5036019,0.4,2851.853602,1,2014,TRUE,3,1
"T20",250000,35,845.5194686,0.4,3119.518019,1,2014,TRUE,3,1
"T20",250000,45,1006.852357,0.4,3836.441353,1,2014,TRUE,3,1
"T20",250000,55,1520.15887,0.4,5734.639701,1,2014,TRUE,3,1
"T20",500000,26,1520.617412,0.4,5648.299953,1,2014,TRUE,3,1
"T20",500000,35,1666.628841,0.4,6183.684576,1,2014,TRUE,3,1
"T20",500000,45,1990.078546,0.4,7617.701877,1,2014,TRUE,3,1
"T20",500000,55,3016.537527,0.4,11414.53851,1,2014,TRUE,3,1
"T20",1000000,26,3016.845033,0.4,11241.19266,1,2014,TRUE,3,1
"T20",1000000,35,3308.847585,0.4,12312.01769,1,2014,TRUE,3,1
"T20",1000000,45,3956.530923,0.4,15180.22293,1,2014,TRUE,3,1
"T20",1000000,55,6009.294842,0.4,22774.33613,1,2014,TRUE,3,1
"T20",2000000,26,6009.300275,0.4,22426.97806,1,2014,TRUE,3,1
"T20",2000000,35,6593.285073,0.4,24568.68392,1,2014,TRUE,3,1
"T20",2000000,45,7889.435677,0.4,30305.26503,1,2014,TRUE,3,1
"T20",2000000,55,11994.80947,0.4,45493.93138,1,2014,TRUE,3,1
"SPWL",50000,26,1769.149362,0.4,676.3,1,2014,TRUE,3,1
"SPWL",50000,35,2023.429716,0.4,776.53,1,2014,TRUE,3,1
"SPWL",50000,45,2691.008378,0.4,1038.16,1,2014,TRUE,3,1
"SPWL",50000,55,4249.635242,0.4,1643.19,1,2014,TRUE,3,1
"SPWL",100000,26,3306.469287,0.4,1295.12,1,2014,TRUE,3,1
"SPWL",100000,35,3815.535178,0.4,1495.78,1,2014,TRUE,3,1
"SPWL",100000,45,5152.046187,0.4,2019.57,1,2014,TRUE,3,1
"SPWL",100000,55,8272.526185,0.4,3230.89,1,2014,TRUE,3,1
"SPWL",250000,26,7918.429063,0.4,3151.56,1,2014,TRUE,3,1
"SPWL",250000,35,9191.851563,0.4,3653.51,1,2014,TRUE,3,1
"SPWL",250000,45,12535.15962,0.4,4963.79,1,2014,TRUE,3,1
"SPWL",250000,55,20341.19901,0.4,7993.98,1,2014,TRUE,3,1
"SPWL",500000,26,15605.02869,0.4,6245.64,1,2014,TRUE,3,1
"SPWL",500000,35,18152.37887,0.4,7249.74,1,2014,TRUE,3,1
"SPWL",500000,45,24840.34866,0.4,9870.83,1,2014,TRUE,3,1
"SPWL",500000,55,40455.65372,0.4,15932.48,1,2014,TRUE,3,1
"SPWL",1000000,26,30978.22794,0.4,12433.8,1,2014,TRUE,3,1
"SPWL",1000000,35,36073.43349,0.4,14442.2,1,2014,TRUE,3,1
"SPWL",1000000,45,49450.72676,0.4,19684.9,1,2014,TRUE,3,1
"SPWL",1000000,55,80684.56314,0.4,31809.46,1,2014,TRUE,3,1
"SPWL",2000000,26,61724.62645,0.4,24810.11,1,2014,TRUE,3,1
"SPWL",2000000,35,71915.54273,0.4,28827.12,1,2014,TRUE,3,1
"SPWL",2000000,45,98671.48295,0.4,39313.06,1,2014,TRUE,3,1
"SPWL",2000000,55,161142.382,0.4,63563.42,1,2014,TRUE,3,1
"T20",50000,26,174.0648179,0.4,241.30545,1,2014,TRUE,3,2
"T20",50000,35,180.7649017,0.4,729.2146847,1,2014,TRUE,3,2
"T20",50000,45,220.2714066,0.4,894.0846242,1,2014,TRUE,3,2
"T20",50000,55,323.0559441,0.4,1315.359054,1,2014,TRUE,3,2
"T20",100000,26,323.6353157,0.4,1295.853083,1,2014,TRUE,3,2
"T20",100000,35,352.8538453,0.4,1414.608764,1,2014,TRUE,3,2
"T20",100000,45,416.9166443,0.4,1732.736976,1,2014,TRUE,3,2
"T20",100000,55,622.3316755,0.4,2575.613084,1,2014,TRUE,3,2
"T20",250000,26,772.5036019,0.4,3156.227467,1,2014,TRUE,3,2
"T20",250000,35,845.5194686,0.4,3453.17845,1,2014,TRUE,3,2
"T20",250000,45,1006.852357,0.4,4248.694032,1,2014,TRUE,3,2
"T20",250000,55,1520.15887,0.4,6356.375175,1,2014,TRUE,3,2
"T20",500000,26,1520.617412,0.4,6256.851438,1,2014,TRUE,3,2
"T20",500000,35,1666.628841,0.4,6850.794592,1,2014,TRUE,3,2
"T20",500000,45,1990.078546,0.4,8441.955791,1,2014,TRUE,3,2
"T20",500000,55,3016.537527,0.4,12657.64533,1,2014,TRUE,3,2
"T20",1000000,26,3016.845033,0.4,12458.09938,1,2014,TRUE,3,2
"T20",1000000,35,3308.847585,0.4,13646.02688,1,2014,TRUE,3,2
"T20",1000000,45,3956.530923,0.4,16828.47931,1,2014,TRUE,3,2
"T20",1000000,55,6009.294842,0.4,25260.18563,1,2014,TRUE,3,2
"T20",2000000,26,6009.300275,0.4,24860.59527,1,2014,TRUE,3,2
"T20",2000000,35,6593.285073,0.4,27236.49144,1,2014,TRUE,3,2
"T20",2000000,45,7889.435677,0.4,33601.52635,1,2014,TRUE,3,2
"T20",2000000,55,11994.80947,0.4,50465.26623,1,2014,TRUE,3,2
"SPWL",50000,26,1769.149362,0.4,740.17,1,2014,TRUE,3,2
"SPWL",50000,35,2023.429716,0.4,849.03,1,2014,TRUE,3,2
"SPWL",50000,45,2691.008378,0.4,1131.86,1,2014,TRUE,3,2
"SPWL",50000,55,4249.635242,0.4,1780.93,1,2014,TRUE,3,2
"SPWL",100000,26,3306.469287,0.4,1423.01,1,2014,TRUE,3,2
"SPWL",100000,35,3815.535178,0.4,1640.94,1,2014,TRUE,3,2
"SPWL",100000,45,5152.046187,0.4,2207.19,1,2014,TRUE,3,2
"SPWL",100000,55,8272.526185,0.4,3506.68,1,2014,TRUE,3,2
"SPWL",250000,26,7918.429063,0.4,3471.54,1,2014,TRUE,3,2
"SPWL",250000,35,9191.851563,0.4,4016.68,1,2014,TRUE,3,2
"SPWL",250000,45,12535.15962,0.4,5433.18,1,2014,TRUE,3,2
"SPWL",250000,55,20341.19901,0.4,8683.93,1,2014,TRUE,3,2
"SPWL",500000,26,15605.02869,0.4,6885.75,1,2014,TRUE,3,2
"SPWL",500000,35,18152.37887,0.4,7976.24,1,2014,TRUE,3,2
"SPWL",500000,45,24840.34866,0.4,10809.83,1,2014,TRUE,3,2
"SPWL",500000,55,40455.65372,0.4,17312.68,1,2014,TRUE,3,2
"SPWL",1000000,26,30978.22794,0.4,13714.17,1,2014,TRUE,3,2
"SPWL",1000000,35,36073.43349,0.4,15895.37,1,2014,TRUE,3,2
"SPWL",1000000,45,49450.72676,0.4,21563.12,1,2014,TRUE,3,2
"SPWL",1000000,55,80684.56314,0.4,34570.17,1,2014,TRUE,3,2
"SPWL",2000000,26,61724.62645,0.4,27371,1,2014,TRUE,3,2
"SPWL",2000000,35,71915.54273,0.4,31733.62,1,2014,TRUE,3,2
"SPWL",2000000,45,98671.48295,0.4,43069.7,1,2014,TRUE,3,2
"SPWL",2000000,55,161142.382,0.4,69085.16,1,2014,TRUE,3,2
"T20",50000,26,198.4546094,0.4,153.7793353,2,2014,TRUE,3,1
"T20",50000,35,204.3332288,0.4,696.7376412,2,2014,TRUE,3,1
"T20",50000,45,243.8975756,0.4,845.0991315,2,2014,TRUE,3,1
"T20",50000,55,346.8361567,0.4,1223.946912,2,2014,TRUE,3,1
"T20",100000,26,348.0251072,0.4,1207.878411,2,2014,TRUE,3,1
"T20",100000,35,377.2639419,0.4,1314.854916,2,2014,TRUE,3,1
"T20",100000,45,440.5428133,0.4,1601.351236,2,2014,TRUE,3,1
"T20",100000,55,646.1118881,0.4,2359.926674,2,2014,TRUE,3,1
"T20",250000,26,796.8933934,0.4,2885.746222,2,2014,TRUE,3,1
"T20",250000,35,869.9295651,0.4,3153.35485,2,2014,TRUE,3,1
"T20",250000,45,1030.478526,0.4,3870.107551,2,2014,TRUE,3,1
"T20",250000,55,1543.939082,0.4,5767.865961,2,2014,TRUE,3,1
"T20",500000,26,1545.007204,0.4,5682.192573,2,2014,TRUE,3,1
"T20",500000,35,1691.038937,0.4,6217.521408,2,2014,TRUE,3,1
"T20",500000,45,2013.704715,0.4,7651.368076,2,2014,TRUE,3,1
"T20",500000,55,3040.31774,0.4,11447.76477,2,2014,TRUE,3,1
"T20",1000000,26,3041.234825,0.4,11275.08528,2,2014,TRUE,3,1
"T20",1000000,35,3333.257681,0.4,12345.85452,2,2014,TRUE,3,1
"T20",1000000,45,3980.157092,0.4,15213.88912,2,2014,TRUE,3,1
"T20",1000000,55,6033.075054,0.4,22807.56239,2,2014,TRUE,3,1
"T20",2000000,26,6033.690066,0.4,22460.87068,2,2014,TRUE,3,1
"T20",2000000,35,6617.695169,0.4,24602.52075,2,2014,TRUE,3,1
"T20",2000000,45,7913.061846,0.4,30338.93122,2,2014,TRUE,3,1
"T20",2000000,55,12018.58968,0.4,45527.15764,2,2014,TRUE,3,1
"SPWL",50000,26,2000.978798,0.4,712.27,2,2014,TRUE,3,1
"SPWL",50000,35,2254.753969,0.4,812.3,2,2014,TRUE,3,1
"SPWL",50000,45,2920.978946,0.4,1073.4,2,2014,TRUE,3,1
"SPWL",50000,55,4476.379542,0.4,1677.17,2,2014,TRUE,3,1
"SPWL",100000,26,3538.298723,0.4,1331.08,2,2014,TRUE,3,1
"SPWL",100000,35,4046.859431,0.4,1531.55,2,2014,TRUE,3,1
"SPWL",100000,45,5382.016755,0.4,2054.8,2,2014,TRUE,3,1
"SPWL",100000,55,8499.270485,0.4,3264.87,2,2014,TRUE,3,1
"SPWL",250000,26,8150.258499,0.4,3187.53,2,2014,TRUE,3,1
"SPWL",250000,35,9423.175817,0.4,3689.28,2,2014,TRUE,3,1
"SPWL",250000,45,12765.13018,0.4,4999.03,2,2014,TRUE,3,1
"SPWL",250000,55,20567.94331,0.4,8027.96,2,2014,TRUE,3,1
"SPWL",500000,26,15836.85813,0.4,6281.61,2,2014,TRUE,3,1
"SPWL",500000,35,18383.70313,0.4,7285.51,2,2014,TRUE,3,1
"SPWL",500000,45,25070.31923,0.4,9906.07,2,2014,TRUE,3,1
"SPWL",500000,55,40682.39802,0.4,15966.45,2,2014,TRUE,3,1
"SPWL",1000000,26,31210.05738,0.4,12469.77,2,2014,TRUE,3,1
"SPWL",1000000,35,36304.75775,0.4,14477.97,2,2014,TRUE,3,1
"SPWL",1000000,45,49680.69733,0.4,19720.14,2,2014,TRUE,3,1
"SPWL",1000000,55,80911.30745,0.4,31843.44,2,2014,TRUE,3,1
"SPWL",2000000,26,61956.45588,0.4,24846.08,2,2014,TRUE,3,1
"SPWL",2000000,35,72146.86698,0.4,28862.89,2,2014,TRUE,3,1
"SPWL",2000000,45,98901.45352,0.4,39348.29,2,2014,TRUE,3,1
"SPWL",2000000,55,161369.1263,0.4,63597.4,2,2014,TRUE,3,1
"T20",50000,26,198.4546094,0.4,214.4917142,2,2014,TRUE,3,2
"T20",50000,35,204.3332288,0.4,763.2574103,2,2014,TRUE,3,2
"T20",50000,45,243.8975756,0.4,928.0022666,2,2014,TRUE,3,2
"T20",50000,55,346.8361567,0.4,1348.949448,2,2014,TRUE,3,2
"T20",100000,26,348.0251072,0.4,1329.941948,2,2014,TRUE,3,2
"T20",100000,35,377.2639419,0.4,1448.656442,2,2014,TRUE,3,2
"T20",100000,45,440.5428133,0.4,1766.654618,2,2014,TRUE,3,2
"T20",100000,55,646.1118881,0.4,2609.203478,2,2014,TRUE,3,2
"T20",250000,26,796.8933934,0.4,3190.316331,2,2014,TRUE,3,2
"T20",250000,35,869.9295651,0.4,3487.226127,2,2014,TRUE,3,2
"T20",250000,45,1030.478526,0.4,4282.611674,2,2014,TRUE,3,2
"T20",250000,55,1543.939082,0.4,6389.965568,2,2014,TRUE,3,2
"T20",500000,26,1545.007204,0.4,6290.940303,2,2014,TRUE,3,2
"T20",500000,35,1691.038937,0.4,6884.842269,2,2014,TRUE,3,2
"T20",500000,45,2013.704715,0.4,8475.873433,2,2014,TRUE,3,2
"T20",500000,55,3040.31774,0.4,12691.23572,2,2014,TRUE,3,2
"T20",1000000,26,3041.234825,0.4,12492.18825,2,2014,TRUE,3,2
"T20",1000000,35,3333.257681,0.4,13680.07455,2,2014,TRUE,3,2
"T20",1000000,45,3980.157092,0.4,16862.39695,2,2014,TRUE,3,2
"T20",1000000,55,6033.075054,0.4,25293.77602,2,2014,TRUE,3,2
"T20",2000000,26,6033.690066,0.4,24894.68413,2,2014,TRUE,3,2
"T20",2000000,35,6617.695169,0.4,27270.53912,2,2014,TRUE,3,2
"T20",2000000,45,7913.061846,0.4,33635.44399,2,2014,TRUE,3,2
"T20",2000000,55,12018.58968,0.4,50498.85662,2,2014,TRUE,3,2
"SPWL",50000,26,2000.978798,0.4,775.99,2,2014,TRUE,3,2
"SPWL",50000,35,2254.753969,0.4,884.62,2,2014,TRUE,3,2
"SPWL",50000,45,2920.978946,0.4,1166.89,2,2014,TRUE,3,2
"SPWL",50000,55,4476.379542,0.4,1814.59,2,2014,TRUE,3,2
"SPWL",100000,26,3538.298723,0.4,1458.83,2,2014,TRUE,3,2
"SPWL",100000,35,4046.859431,0.4,1676.54,2,2014,TRUE,3,2
"SPWL",100000,45,5382.016755,0.4,2242.22,2,2014,TRUE,3,2
"SPWL",100000,55,8499.270485,0.4,3540.34,2,2014,TRUE,3,2
"SPWL",250000,26,8150.258499,0.4,3507.36,2,2014,TRUE,3,2
"SPWL",250000,35,9423.175817,0.4,4052.28,2,2014,TRUE,3,2
"SPWL",250000,45,12765.13018,0.4,5468.2,2,2014,TRUE,3,2
"SPWL",250000,55,20567.94331,0.4,8717.59,2,2014,TRUE,3,2
"SPWL",500000,26,15836.85813,0.4,6921.56,2,2014,TRUE,3,2
"SPWL",500000,35,18383.70313,0.4,8011.84,2,2014,TRUE,3,2
"SPWL",500000,45,25070.31923,0.4,10844.85,2,2014,TRUE,3,2
"SPWL",500000,55,40682.39802,0.4,17346.34,2,2014,TRUE,3,2
"SPWL",1000000,26,31210.05738,0.4,13749.98,2,2014,TRUE,3,2
"SPWL",1000000,35,36304.75775,0.4,15930.97,2,2014,TRUE,3,2
"SPWL",1000000,45,49680.69733,0.4,21598.14,2,2014,TRUE,3,2
"SPWL",1000000,55,80911.30745,0.4,34603.84,2,2014,TRUE,3,2
"SPWL",2000000,26,61956.45588,0.4,27406.82,2,2014,TRUE,3,2
"SPWL",2000000,35,72146.86698,0.4,31769.22,2,2014,TRUE,3,2
"SPWL",2000000,45,98901.45352,0.4,43104.72,2,2014,TRUE,3,2
"SPWL",2000000,55,161369.1263,0.4,69118.83,2,2014,TRUE,3,2
"T20",50000,26,247.2341924,0.4,147.2246291,3,2014,TRUE,3,1
"T20",50000,35,251.469883,0.4,811.7384847,3,2014,TRUE,3,1
"T20",50000,45,291.1499134,0.4,959.763714,3,2014,TRUE,3,1
"T20",50000,55,394.3965819,0.4,1337.731617,3,2014,TRUE,3,1
"T20",100000,26,396.8046902,0.4,1322.995837,3,2014,TRUE,3,1
"T20",100000,35,426.084135,0.4,1429.860765,3,2014,TRUE,3,1
"T20",100000,45,487.7951511,0.4,1716.015819,3,2014,TRUE,3,1
"T20",100000,55,693.6723133,0.4,2473.711379,3,2014,TRUE,3,1
"T20",250000,26,845.6729764,0.4,3000.863648,3,2014,TRUE,3,1
"T20",250000,35,918.7497582,0.4,3268.360699,3,2014,TRUE,3,1
"T20",250000,45,1077.730864,0.4,3984.772134,3,2014,TRUE,3,1
"T20",250000,55,1591.499508,0.4,5881.650666,3,2014,TRUE,3,1
"T20",500000,26,1593.786787,0.4,5797.309999,3,2014,TRUE,3,1
"T20",500000,35,1739.85913,0.4,6332.527257,3,2014,TRUE,3,1
"T20",500000,45,2060.957053,0.4,7766.032658,3,2014,TRUE,3,1
"T20",500000,55,3087.878165,0.4,11561.54948,3,2014,TRUE,3,1
"T20",1000000,26,3090.014408,0.4,11390.2027,3,2014,TRUE,3,1
"T20",1000000,35,3382.077874,0.4,12460.86037,3,2014,TRUE,3,1
"T20",1000000,45,4027.40943,0.4,15328.55371,3,2014,TRUE,3,1
"T20",1000000,55,6080.635479,0.4,22921.3471,3,2014,TRUE,3,1
"T20",2000000,26,6082.469649,0.4,22575.98811,3,2014,TRUE,3,1
"T20",2000000,35,6666.515362,0.4,24717.5266,3,2014,TRUE,3,1
"T20",2000000,45,7960.314184,0.4,30453.59581,3,2014,TRUE,3,1
"T20",2000000,55,12066.15011,0.4,45640.94234,3,2014,TRUE,3,1
"SPWL",50000,26,2464.63767,0.4,831.54,3,2014,TRUE,3,1
"SPWL",50000,35,2717.402477,0.4,931.17,3,2014,TRUE,3,1
"SPWL",50000,45,3380.920082,0.4,1191.2,3,2014,TRUE,3,1
"SPWL",50000,55,4929.868143,0.4,1792.46,3,2014,TRUE,3,1
"SPWL",100000,26,4001.957596,0.4,1450.36,3,2014,TRUE,3,1
"SPWL",100000,35,4509.507939,0.4,1650.42,3,2014,TRUE,3,1
"SPWL",100000,45,5841.957891,0.4,2172.61,3,2014,TRUE,3,1
"SPWL",100000,55,8952.759085,0.4,3380.15,3,2014,TRUE,3,1
"SPWL",250000,26,8613.917371,0.4,3306.8,3,2014,TRUE,3,1
"SPWL",250000,35,9885.824325,0.4,3808.16,3,2014,TRUE,3,1
"SPWL",250000,45,13225.07132,0.4,5116.83,3,2014,TRUE,3,1
"SPWL",250000,55,21021.43191,0.4,8143.25,3,2014,TRUE,3,1
"SPWL",500000,26,16300.517,0.4,6400.88,3,2014,TRUE,3,1
"SPWL",500000,35,18846.35163,0.4,7404.38,3,2014,TRUE,3,1
"SPWL",500000,45,25530.26037,0.4,10023.87,3,2014,TRUE,3,1
"SPWL",500000,55,41135.88662,0.4,16081.74,3,2014,TRUE,3,1
"SPWL",1000000,26,31673.71625,0.4,12589.04,3,2014,TRUE,3,1
"SPWL",1000000,35,36767.40625,0.4,14596.84,3,2014,TRUE,3,1
"SPWL",1000000,45,50140.63846,0.4,19837.95,3,2014,TRUE,3,1
"SPWL",1000000,55,81364.79605,0.4,31958.72,3,2014,TRUE,3,1
"SPWL",2000000,26,62420.11476,0.4,24965.35,3,2014,TRUE,3,1
"SPWL",2000000,35,72609.51549,0.4,28981.76,3,2014,TRUE,3,1
"SPWL",2000000,45,99361.39465,0.4,39466.1,3,2014,TRUE,3,1
"SPWL",2000000,55,161822.6149,0.4,63712.69,3,2014,TRUE,3,1
"T20",50000,26,247.2341924,0.4,208.1964286,3,2014,TRUE,3,2
"T20",50000,35,251.469883,0.4,878.6750475,3,2014,TRUE,3,2
"T20",50000,45,291.1499134,0.4,1043.169737,3,2014,TRUE,3,2
"T20",50000,55,394.3965819,0.4,1463.462421,3,2014,TRUE,3,2
"T20",100000,26,396.8046902,0.4,1445.451863,3,2014,TRUE,3,2
"T20",100000,35,426.084135,0.4,1564.083983,3,2014,TRUE,3,2
"T20",100000,45,487.7951511,0.4,1881.822089,3,2014,TRUE,3,2
"T20",100000,55,693.6723133,0.4,2723.716452,3,2014,TRUE,3,2
"T20",250000,26,845.6729764,0.4,3305.826246,3,2014,TRUE,3,2
"T20",250000,35,918.7497582,0.4,3602.653668,3,2014,TRUE,3,2
"T20",250000,45,1077.730864,0.4,4397.779145,3,2014,TRUE,3,2
"T20",250000,55,1591.499508,0.4,6504.478542,3,2014,TRUE,3,2
"T20",500000,26,1593.786787,0.4,6406.450218,3,2014,TRUE,3,2
"T20",500000,35,1739.85913,0.4,7000.26981,3,2014,TRUE,3,2
"T20",500000,45,2060.957053,0.4,8591.040904,3,2014,TRUE,3,2
"T20",500000,55,3087.878165,0.4,12805.74869,3,2014,TRUE,3,2
"T20",1000000,26,3090.014408,0.4,12607.69816,3,2014,TRUE,3,2
"T20",1000000,35,3382.077874,0.4,13795.50209,3,2014,TRUE,3,2
"T20",1000000,45,4027.40943,0.4,16977.56442,3,2014,TRUE,3,2
"T20",1000000,55,6080.635479,0.4,25408.28899,3,2014,TRUE,3,2
"T20",2000000,26,6082.469649,0.4,25010.19405,3,2014,TRUE,3,2
"T20",2000000,35,6666.515362,0.4,27385.96666,3,2014,TRUE,3,2
