"Type","Death.Benefit","Age","Premium","Loading","Profit","Expenses","Year","Intervention","Mortality"
"SPWL",250000,26,6372.51082,0.4,2294.1,2,2024,FALSE,3
"SPWL",250000,35,7225.158651,0.4,2601.06,2,2024,FALSE,3
"SPWL",250000,45,9499.37812,0.4,3419.78,2,2024,FALSE,3
"SPWL",250000,55,14888.15328,0.4,5359.74,2,2024,FALSE,3
"SPWL",500000,26,12340.78054,0.4,4442.68,2,2024,FALSE,3
"SPWL",500000,35,14046.73382,0.4,5056.82,2,2024,FALSE,3
"SPWL",500000,45,18596.94422,0.4,6694.9,2,2024,FALSE,3
"SPWL",500000,55,29378.7319,0.4,10576.34,2,2024,FALSE,3
"SPWL",1000000,26,24277.31998,0.4,8739.84,2,2024,FALSE,3
"SPWL",1000000,35,27689.88417,0.4,9968.36,2,2024,FALSE,3
"SPWL",1000000,45,36792.07641,0.4,13245.15,2,2024,FALSE,3
"SPWL",1000000,55,58359.88913,0.4,21009.56,2,2024,FALSE,3
"SPWL",2000000,26,48150.39885,0.4,17334.14,2,2024,FALSE,3
"SPWL",2000000,35,54976.18485,0.4,19791.43,2,2024,FALSE,3
"SPWL",2000000,45,73182.34079,0.4,26345.64,2,2024,FALSE,3
"SPWL",2000000,55,116322.2036,0.4,41875.99,2,2024,FALSE,3
"T20",50000,26,169.9575477,0.4,135.2966101,1,2024,FALSE,3
"T20",50000,35,180.173186,0.4,580.9267505,1,2024,FALSE,3
"T20",50000,45,218.2428543,0.4,700.2913914,1,2024,FALSE,3
"T20",50000,55,317.5275883,0.4,1005.986497,1,2024,FALSE,3
"T20",100000,26,315.4073875,0.4,1004.334339,1,2024,FALSE,3
"T20",100000,35,341.8830269,0.4,1086.902767,1,2024,FALSE,3
"T20",100000,45,412.2013648,0.4,1322.659879,1,2024,FALSE,3
"T20",100000,55,610.615014,0.4,1934.54201,1,2024,FALSE,3
"T20",250000,26,751.6934725,0.4,2393.576044,1,2024,FALSE,3
"T20",250000,35,817.8532073,0.4,2600.090804,1,2024,FALSE,3
"T20",250000,45,994.0768963,0.4,3189.765342,1,2024,FALSE,3
"T20",250000,55,1489.877291,0.4,4720.208549,1,2024,FALSE,3
"T20",500000,26,1478.836947,0.4,4708.978886,1,2024,FALSE,3
"T20",500000,35,1611.136841,0.4,5122.070865,1,2024,FALSE,3
"T20",500000,45,1963.869449,0.4,6301.607781,1,2024,FALSE,3
"T20",500000,55,2955.31442,0.4,9362.986115,1,2024,FALSE,3
"T20",1000000,26,2933.123897,0.4,9339.78457,1,2024,FALSE,3
"T20",1000000,35,3197.704109,0.4,10166.03099,1,2024,FALSE,3
"T20",1000000,45,3903.454554,0.4,12525.29266,1,2024,FALSE,3
"T20",1000000,55,5886.188677,0.4,18648.54125,1,2024,FALSE,3
"T20",2000000,26,5841.697797,0.4,18601.39594,1,2024,FALSE,3
"T20",2000000,35,6370.838645,0.4,20253.95123,1,2024,FALSE,3
"T20",2000000,45,7782.624764,0.4,24972.66241,1,2024,FALSE,3
"T20",2000000,55,11747.93719,0.4,37219.65151,1,2024,FALSE,3
"SPWL",50000,26,1395.774494,0.4,502.48,1,2024,FALSE,3
"SPWL",50000,35,1566.106774,0.4,563.8,1,2024,FALSE,3
"SPWL",50000,45,2020.419231,0.4,727.35,1,2024,FALSE,3
"SPWL",50000,55,3096.903058,0.4,1114.89,1,2024,FALSE,3
"SPWL",100000,26,2589.428438,0.4,932.19,1,2024,FALSE,3
"SPWL",100000,35,2930.421809,0.4,1054.95,1,2024,FALSE,3
"SPWL",100000,45,3839.93245,0.4,1382.38,1,2024,FALSE,3
"SPWL",100000,55,5995.01878,0.4,2158.21,1,2024,FALSE,3
"SPWL",250000,26,6170.39027,0.4,2221.34,1,2024,FALSE,3
"SPWL",250000,35,7023.366911,0.4,2528.41,1,2024,FALSE,3
"SPWL",250000,45,9298.472108,0.4,3347.45,1,2024,FALSE,3
"SPWL",250000,55,14689.36595,0.4,5288.17,1,2024,FALSE,3
"SPWL",500000,26,12138.65999,0.4,4369.92,1,2024,FALSE,3
"SPWL",500000,35,13844.94208,0.4,4984.18,1,2024,FALSE,3
"SPWL",500000,45,18396.0382,0.4,6622.57,1,2024,FALSE,3
"SPWL",500000,55,29179.94456,0.4,10504.78,1,2024,FALSE,3
"SPWL",1000000,26,24075.19943,0.4,8667.07,1,2024,FALSE,3
"SPWL",1000000,35,27488.09243,0.4,9895.71,1,2024,FALSE,3
"SPWL",1000000,45,36591.1704,0.4,13172.82,1,2024,FALSE,3
"SPWL",1000000,55,58161.10179,0.4,20938,1,2024,FALSE,3
"SPWL",2000000,26,47948.2783,0.4,17261.38,1,2024,FALSE,3
"SPWL",2000000,35,54774.39311,0.4,19718.78,1,2024,FALSE,3
"SPWL",2000000,45,72981.43478,0.4,26273.32,1,2024,FALSE,3
"SPWL",2000000,55,116123.4162,0.4,41804.43,1,2024,FALSE,3
"T20",50000,26,133.0120448,0.4,114.4260407,2,2004,FALSE,1
"T20",50000,35,223.349545,0.4,797.842359,2,2004,FALSE,1
"T20",50000,45,884.5927175,0.4,2940.664172,2,2004,FALSE,1
"T20",50000,55,2998.83634,0.4,7540.430704,2,2004,FALSE,1
"T20",100000,26,217.3483476,0.4,747.9115415,2,2004,FALSE,1
"T20",100000,35,456.6646973,0.4,1558.366799,2,2004,FALSE,1
"T20",100000,45,1721.117049,0.4,5721.533923,2,2004,FALSE,1
"T20",100000,55,5942.094257,0.4,14941.11212,2,2004,FALSE,1
"T20",250000,26,470.7243848,0.4,1619.796995,2,2004,FALSE,1
"T20",250000,35,1068.730489,0.4,3647.03933,2,2004,FALSE,1
"T20",250000,45,4230.690044,0.4,14064.14318,2,2004,FALSE,1
"T20",250000,55,14771.86801,0.4,37143.15637,2,2004,FALSE,1
"T20",500000,26,893.0177803,0.4,3072.939418,2,2004,FALSE,1
"T20",500000,35,2088.840142,0.4,7128.160214,2,2004,FALSE,1
"T20",500000,45,8413.311702,0.4,27968.49194,2,2004,FALSE,1
"T20",500000,55,29488.1576,0.4,74146.56345,2,2004,FALSE,1
"T20",1000000,26,1737.604571,0.4,5979.224263,2,2004,FALSE,1
"T20",1000000,35,4129.059448,0.4,14090.40198,2,2004,FALSE,1
"T20",1000000,45,16778.55502,0.4,55777.18945,2,2004,FALSE,1
"T20",1000000,55,58920.73677,0.4,148153.3776,2,2004,FALSE,1
"T20",2000000,26,3426.778153,0.4,11791.79395,2,2004,FALSE,1
"T20",2000000,35,8209.498059,0.4,28014.88552,2,2004,FALSE,1
"T20",2000000,45,33509.04165,0.4,111394.5845,2,2004,FALSE,1
"T20",2000000,55,117785.8951,0.4,296167.0059,2,2004,FALSE,1
"SPWL",50000,26,2872.398062,0.4,1034.06,2,2004,FALSE,1
"SPWL",50000,35,5751.749237,0.4,2070.63,2,2004,FALSE,1
"SPWL",50000,45,12618.76088,0.4,4542.75,2,2004,FALSE,1
"SPWL",50000,55,22050.89141,0.4,7938.32,2,2004,FALSE,1
"SPWL",100000,26,5245.606234,0.4,1888.42,2,2004,FALSE,1
"SPWL",100000,35,11015.41973,0.4,3965.55,2,2004,FALSE,1
"SPWL",100000,45,24782.4249,0.4,8921.67,2,2004,FALSE,1
"SPWL",100000,55,43713.37744,0.4,15736.82,2,2004,FALSE,1
"SPWL",250000,26,12365.23075,0.4,4451.48,2,2004,FALSE,1
"SPWL",250000,35,26806.4312,0.4,9650.32,2,2004,FALSE,1
"SPWL",250000,45,61273.41696,0.4,22058.43,2,2004,FALSE,1
"SPWL",250000,55,108700.8355,0.4,39132.3,2,2004,FALSE,1
"SPWL",500000,26,24231.27161,0.4,8723.26,2,2004,FALSE,1
"SPWL",500000,35,53124.78365,0.4,19124.92,2,2004,FALSE,1
"SPWL",500000,45,122091.7371,0.4,43953.03,2,2004,FALSE,1
"SPWL",500000,55,217013.2657,0.4,78124.78,2,2004,FALSE,1
"SPWL",1000000,26,47963.35333,0.4,17266.81,2,2004,FALSE,1
"SPWL",1000000,35,105761.4885,0.4,38074.14,2,2004,FALSE,1
"SPWL",1000000,45,243728.3773,0.4,87742.22,2,2004,FALSE,1
"SPWL",1000000,55,433638.126,0.4,156109.73,2,2004,FALSE,1
"SPWL",2000000,26,95427.51677,0.4,34353.91,2,2004,FALSE,1
"SPWL",2000000,35,211034.8984,0.4,75972.56,2,2004,FALSE,1
"SPWL",2000000,45,487001.6577,0.4,175320.6,2,2004,FALSE,1
"SPWL",2000000,55,866887.8465,0.4,312079.62,2,2004,FALSE,1
"T20",50000,26,108.7965501,0.4,93.59421911,1,2004,FALSE,1
"T20",50000,35,200.1257784,0.4,714.8831361,1,2004,FALSE,1
"T20",50000,45,860.5585245,0.4,2860.766962,1,2004,FALSE,1
"T20",50000,55,2971.047129,0.4,7470.55606,1,2004,FALSE,1
"T20",100000,26,193.1328529,0.4,664.5842553,1,2004,FALSE,1
"T20",100000,35,432.3542792,0.4,1475.407577,1,2004,FALSE,1
"T20",100000,45,1697.082856,0.4,5641.636713,1,2004,FALSE,1
"T20",100000,55,5914.305046,0.4,14871.23748,1,2004,FALSE,1
"T20",250000,26,446.5088901,0.4,1536.469709,1,2004,FALSE,1
"T20",250000,35,1044.420071,0.4,3564.080107,1,2004,FALSE,1
"T20",250000,45,4206.655851,0.4,13984.24597,1,2004,FALSE,1
"T20",250000,55,14744.0788,0.4,37073.28172,1,2004,FALSE,1
"T20",500000,26,868.8022856,0.4,2989.612131,1,2004,FALSE,1
"T20",500000,35,2064.529724,0.4,7045.200991,1,2004,FALSE,1
"T20",500000,45,8389.277509,0.4,27888.59473,1,2004,FALSE,1
"T20",500000,55,29460.36838,0.4,74076.6888,1,2004,FALSE,1
"T20",1000000,26,1713.389076,0.4,5895.896977,1,2004,FALSE,1
"T20",1000000,35,4104.74903,0.4,14007.44276,1,2004,FALSE,1
"T20",1000000,45,16754.52082,0.4,55697.29224,1,2004,FALSE,1
"T20",1000000,55,58892.94756,0.4,148083.503,1,2004,FALSE,1
"T20",2000000,26,3402.562658,0.4,11708.46667,1,2004,FALSE,1
"T20",2000000,35,8185.187641,0.4,27931.92629,1,2004,FALSE,1
"T20",2000000,45,33485.00746,0.4,111314.6873,1,2004,FALSE,1
"T20",2000000,55,117758.1059,0.4,296097.1313,1,2004,FALSE,1
"SPWL",50000,26,2622.803117,0.4,944.21,1,2004,FALSE,1
"SPWL",50000,35,5507.709864,0.4,1982.78,1,2004,FALSE,1
"SPWL",50000,45,12391.21245,0.4,4460.84,1,2004,FALSE,1
"SPWL",50000,55,21856.68872,0.4,7868.41,1,2004,FALSE,1
"SPWL",100000,26,4996.011289,0.4,1798.56,1,2004,FALSE,1
"SPWL",100000,35,10771.38035,0.4,3877.7,1,2004,FALSE,1
"SPWL",100000,45,24554.87647,0.4,8839.76,1,2004,FALSE,1
"SPWL",100000,55,43519.17475,0.4,15666.9,1,2004,FALSE,1
"SPWL",250000,26,12115.63581,0.4,4361.63,1,2004,FALSE,1
"SPWL",250000,35,26562.39182,0.4,9562.46,1,2004,FALSE,1
"SPWL",250000,45,61045.86853,0.4,21976.51,1,2004,FALSE,1
"SPWL",250000,55,108506.6328,0.4,39062.39,1,2004,FALSE,1
"SPWL",500000,26,23981.67667,0.4,8633.4,1,2004,FALSE,1
"SPWL",500000,35,52880.74427,0.4,19037.07,1,2004,FALSE,1
"SPWL",500000,45,121864.1886,0.4,43871.11,1,2004,FALSE,1
"SPWL",500000,55,216819.063,0.4,78054.86,1,2004,FALSE,1
"SPWL",1000000,26,47713.75839,0.4,17176.95,1,2004,FALSE,1
"SPWL",1000000,35,105517.4492,0.4,37986.28,1,2004,FALSE,1
"SPWL",1000000,45,243500.8288,0.4,87660.3,1,2004,FALSE,1
"SPWL",1000000,55,433443.9233,0.4,156039.81,1,2004,FALSE,1
"SPWL",2000000,26,95177.92183,0.4,34264.05,1,2004,FALSE,1
"SPWL",2000000,35,210790.859,0.4,75884.71,1,2004,FALSE,1
"SPWL",2000000,45,486774.1093,0.4,175238.68,1,2004,FALSE,1
"SPWL",2000000,55,866693.6439,0.4,312009.71,1,2004,FALSE,1
"T20",50000,26,181.4430342,0.4,156.0896838,3,2004,FALSE,1
"T20",50000,35,269.7970781,0.4,963.7608048,3,2004,FALSE,1
"T20",50000,45,932.6611033,0.4,3100.458591,3,2004,FALSE,1
"T20",50000,55,3054.414762,0.4,7680.179992,3,2004,FALSE,1
"T20",100000,26,265.779337,0.4,914.566114,3,2004,FALSE,1
"T20",100000,35,505.2855335,0.4,1724.285245,3,2004,FALSE,1
"T20",100000,45,1769.185435,0.4,5881.328343,3,2004,FALSE,1
"T20",100000,55,5997.67268,0.4,15080.86141,3,2004,FALSE,1
"T20",250000,26,519.1553743,0.4,1786.451568,3,2004,FALSE,1
"T20",250000,35,1117.351325,0.4,3812.957776,3,2004,FALSE,1
"T20",250000,45,4278.75843,0.4,14223.9376,3,2004,FALSE,1
"T20",250000,55,14827.44643,0.4,37282.90565,3,2004,FALSE,1
"T20",500000,26,941.4487697,0.4,3239.59399,3,2004,FALSE,1
"T20",500000,35,2137.460978,0.4,7294.07866,3,2004,FALSE,1
"T20",500000,45,8461.380088,0.4,28128.28636,3,2004,FALSE,1
"T20",500000,55,29543.73602,0.4,74286.31273,3,2004,FALSE,1
"T20",1000000,26,1786.035561,0.4,6145.878835,3,2004,FALSE,1
"T20",1000000,35,4177.680284,0.4,14256.32043,3,2004,FALSE,1
"T20",1000000,45,16826.6234,0.4,55936.98387,3,2004,FALSE,1
"T20",1000000,55,58976.31519,0.4,148293.1269,3,2004,FALSE,1
"T20",2000000,26,3475.209142,0.4,11958.44853,3,2004,FALSE,1
"T20",2000000,35,8258.118895,0.4,28180.80396,3,2004,FALSE,1
"T20",2000000,45,33557.11004,0.4,111554.3789,3,2004,FALSE,1
"T20",2000000,55,117841.4735,0.4,296306.7552,3,2004,FALSE,1
"SPWL",50000,26,3371.587951,0.4,1213.77,3,2004,FALSE,1
"SPWL",50000,35,6239.827984,0.4,2246.34,3,2004,FALSE,1
"SPWL",50000,45,13073.85773,0.4,4706.59,3,2004,FALSE,1
"SPWL",50000,55,22439.29679,0.4,8078.15,3,2004,FALSE,1
"SPWL",100000,26,5744.796123,0.4,2068.13,3,2004,FALSE,1
"SPWL",100000,35,11503.49847,0.4,4141.26,3,2004,FALSE,1
"SPWL",100000,45,25237.52175,0.4,9085.51,3,2004,FALSE,1
"SPWL",100000,55,44101.78282,0.4,15876.64,3,2004,FALSE,1
"SPWL",250000,26,12864.42064,0.4,4631.19,3,2004,FALSE,1
"SPWL",250000,35,27294.50994,0.4,9826.02,3,2004,FALSE,1
"SPWL",250000,45,61728.51382,0.4,22222.26,3,2004,FALSE,1
"SPWL",250000,55,109089.2409,0.4,39272.13,3,2004,FALSE,1
"SPWL",500000,26,24730.4615,0.4,8902.97,3,2004,FALSE,1
"SPWL",500000,35,53612.86239,0.4,19300.63,3,2004,FALSE,1
"SPWL",500000,45,122546.8339,0.4,44116.86,3,2004,FALSE,1
"SPWL",500000,55,217401.6711,0.4,78264.6,3,2004,FALSE,1
"SPWL",1000000,26,48462.54322,0.4,17446.52,3,2004,FALSE,1
"SPWL",1000000,35,106249.5673,0.4,38249.84,3,2004,FALSE,1
"SPWL",1000000,45,244183.4741,0.4,87906.05,3,2004,FALSE,1
"SPWL",1000000,55,434026.5313,0.4,156249.55,3,2004,FALSE,1
"SPWL",2000000,26,95926.70666,0.4,34533.61,3,2004,FALSE,1
"SPWL",2000000,35,211522.9771,0.4,76148.27,3,2004,FALSE,1
"SPWL",2000000,45,487456.7546,0.4,175484.43,3,2004,FALSE,1
"SPWL",2000000,55,867276.2519,0.4,312219.45,3,2004,FALSE,1
"T20",50000,26,105.422887,0.4,88.5496143,1,2014,FALSE,1
"T20",50000,35,188.5366944,0.4,651.009704,1,2014,FALSE,1
"T20",50000,45,802.7427094,0.4,2593.827803,1,2014,FALSE,1
"T20",50000,55,2866.672204,0.4,7092.09691,1,2014,FALSE,1
"T20",100000,26,186.3176284,0.4,625.9875668,1,2014,FALSE,1
"T20",100000,35,387.9747974,0.4,1293.437828,1,2014,FALSE,1
"T20",100000,45,1581.198264,0.4,5109.178783,1,2014,FALSE,1
"T20",100000,55,5705.364483,0.4,14114.97197,1,2014,FALSE,1
"T20",250000,26,429.4083475,0.4,1442.720632,1,2014,FALSE,1
"T20",250000,35,933.4131426,0.4,3111.830654,1,2014,FALSE,1
"T20",250000,45,3916.564928,0.4,12655.23172,1,2014,FALSE,1
"T20",250000,55,14221.44132,0.4,35183.59716,1,2014,FALSE,1
"T20",500000,26,834.5595458,0.4,2803.942406,1,2014,FALSE,1
"T20",500000,35,1842.477051,0.4,6142.485366,1,2014,FALSE,1
"T20",500000,45,7808.842702,0.4,25231.98662,1,2014,FALSE,1
"T20",500000,55,28414.90271,0.4,70297.97248,1,2014,FALSE,1
"T20",1000000,26,1644.861943,0.4,5526.385956,1,2014,FALSE,1
"T20",1000000,35,3660.604869,0.4,12203.79479,1,2014,FALSE,1
"T20",1000000,45,15593.39825,0.4,50385.49643,1,2014,FALSE,1
"T20",1000000,55,56801.8255,0.4,140526.7231,1,2014,FALSE,1
"T20",2000000,26,3265.466736,0.4,10971.27306,1,2014,FALSE,1
"T20",2000000,35,7296.860504,0.4,24326.41363,1,2014,FALSE,1
"T20",2000000,45,31162.50934,0.4,100692.516,1,2014,FALSE,1
"T20",2000000,55,113575.6711,0.4,280984.2244,1,2014,FALSE,1
"SPWL",50000,26,1875.023746,0.4,675.01,1,2014,FALSE,1
"SPWL",50000,35,3743.097588,0.4,1347.52,1,2014,FALSE,1
"SPWL",50000,45,9255.192091,0.4,3331.87,1,2014,FALSE,1
"SPWL",50000,55,19444.19289,0.4,6999.91,1,2014,FALSE,1
"SPWL",100000,26,3517.912382,0.4,1266.45,1,2014,FALSE,1
"SPWL",100000,35,7257.607573,0.4,2612.74,1,2014,FALSE,1
"SPWL",100000,45,18293.1553,0.4,6585.54,1,2014,FALSE,1
"SPWL",100000,55,38698.04451,0.4,13931.3,1,2014,FALSE,1
"SPWL",250000,26,8446.578291,0.4,3040.77,1,2014,FALSE,1
"SPWL",250000,35,17801.13753,0.4,6408.41,1,2014,FALSE,1
"SPWL",250000,45,45407.04492,0.4,16346.54,1,2014,FALSE,1
"SPWL",250000,55,96459.59938,0.4,34725.46,1,2014,FALSE,1
"SPWL",500000,26,16661.02147,0.4,5997.97,1,2014,FALSE,1
"SPWL",500000,35,35373.68745,0.4,12734.53,1,2014,FALSE,1
"SPWL",500000,45,90596.86096,0.4,32614.87,1,2014,FALSE,1
"SPWL",500000,55,192728.8575,0.4,69382.39,1,2014,FALSE,1
"SPWL",1000000,26,33089.90783,0.4,11912.37,1,2014,FALSE,1
"SPWL",1000000,35,70518.7873,0.4,25386.76,1,2014,FALSE,1
"SPWL",1000000,45,180976.493,0.4,65151.54,1,2014,FALSE,1
"SPWL",1000000,55,385267.3737,0.4,138696.25,1,2014,FALSE,1
"SPWL",2000000,26,65947.68056,0.4,23741.17,1,2014,FALSE,1
"SPWL",2000000,35,140808.987,0.4,50691.24,1,2014,FALSE,1
"SPWL",2000000,45,361735.7572,0.4,130224.87,1,2014,FALSE,1
"SPWL",2000000,55,770344.4062,0.4,277323.99,1,2014,FALSE,1
"T20",50000,26,129.6800361,0.4,108.9243285,2,2014,FALSE,1
"T20",50000,35,212.0457817,0.4,732.1856472,2,2014,FALSE,1
"T20",50000,45,827.029864,0.4,2672.304625,2,2014,FALSE,1
"T20",50000,55,2894.65213,0.4,7161.318756,2,2014,FALSE,1
"T20",100000,26,210.5747775,0.4,707.4864237,2,2014,FALSE,1
"T20",100000,35,412.3240312,0.4,1374.613771,2,2014,FALSE,1
"T20",100000,45,1605.485419,0.4,5187.655605,2,2014,FALSE,1
"T20",100000,55,5733.344409,0.4,14184.19382,2,2014,FALSE,1
"T20",250000,26,453.6654965,0.4,1524.219489,2,2014,FALSE,1
"T20",250000,35,957.7623765,0.4,3193.006598,2,2014,FALSE,1
"T20",250000,45,3940.852083,0.4,12733.70855,2,2014,FALSE,1
"T20",250000,55,14249.42125,0.4,35252.81901,2,2014,FALSE,1
"T20",500000,26,858.8166949,0.4,2885.441263,2,2014,FALSE,1
"T20",500000,35,1866.826285,0.4,6223.661309,2,2014,FALSE,1
"T20",500000,45,7833.129856,0.4,25310.46345,2,2014,FALSE,1
"T20",500000,55,28442.88264,0.4,70367.19433,2,2014,FALSE,1
"T20",1000000,26,1669.119092,0.4,5607.884813,2,2014,FALSE,1
"T20",1000000,35,3684.954103,0.4,12284.97073,2,2014,FALSE,1
"T20",1000000,45,15617.6854,0.4,50463.97325,2,2014,FALSE,1
"T20",1000000,55,56829.80543,0.4,140595.945,2,2014,FALSE,1
"T20",2000000,26,3289.723885,0.4,11052.77191,2,2014,FALSE,1
"T20",2000000,35,7321.209738,0.4,24407.58958,2,2014,FALSE,1
"T20",2000000,45,31186.7965,0.4,100770.9929,2,2014,FALSE,1
"T20",2000000,55,113603.651,0.4,281053.4462,2,2014,FALSE,1
"SPWL",50000,26,2107.158856,0.4,758.58,2,2014,FALSE,1
"SPWL",50000,35,3971.685191,0.4,1429.81,2,2014,FALSE,1
"SPWL",50000,45,9472.420975,0.4,3410.07,2,2014,FALSE,1
"SPWL",50000,55,19634.53415,0.4,7068.43,2,2014,FALSE,1
"SPWL",100000,26,3750.047492,0.4,1350.02,2,2014,FALSE,1
"SPWL",100000,35,7486.195176,0.4,2695.03,2,2014,FALSE,1
"SPWL",100000,45,18510.38418,0.4,6663.74,2,2014,FALSE,1
"SPWL",100000,55,38888.38578,0.4,13999.82,2,2014,FALSE,1
"SPWL",250000,26,8678.7134,0.4,3124.34,2,2014,FALSE,1
"SPWL",250000,35,18029.72513,0.4,6490.7,2,2014,FALSE,1
"SPWL",250000,45,45624.27381,0.4,16424.74,2,2014,FALSE,1
"SPWL",250000,55,96649.94065,0.4,34793.98,2,2014,FALSE,1
"SPWL",500000,26,16893.15658,0.4,6081.54,2,2014,FALSE,1
"SPWL",500000,35,35602.27506,0.4,12816.82,2,2014,FALSE,1
"SPWL",500000,45,90814.08984,0.4,32693.07,2,2014,FALSE,1
"SPWL",500000,55,192919.1988,0.4,69450.91,2,2014,FALSE,1
"SPWL",1000000,26,33322.04294,0.4,11995.94,2,2014,FALSE,1
"SPWL",1000000,35,70747.37491,0.4,25469.05,2,2014,FALSE,1
"SPWL",1000000,45,181193.7219,0.4,65229.74,2,2014,FALSE,1
"SPWL",1000000,55,385457.715,0.4,138764.78,2,2014,FALSE,1
"SPWL",2000000,26,66179.81567,0.4,23824.73,2,2014,FALSE,1
"SPWL",2000000,35,141037.5746,0.4,50773.53,2,2014,FALSE,1
"SPWL",2000000,45,361952.9861,0.4,130303.07,2,2014,FALSE,1
"SPWL",2000000,55,770534.7475,0.4,277392.51,2,2014,FALSE,1
"T20",50000,26,178.1943343,0.4,149.673757,3,2014,FALSE,1
"T20",50000,35,259.0639565,0.4,894.5375337,3,2014,FALSE,1
"T20",50000,45,875.6041733,0.4,2829.25827,3,2014,FALSE,1
"T20",50000,55,2950.611981,0.4,7299.762449,3,2014,FALSE,1
"T20",100000,26,259.0890757,0.4,870.4841376,3,2014,FALSE,1
"T20",100000,35,461.0224989,0.4,1536.965657,3,2014,FALSE,1
"T20",100000,45,1654.059728,0.4,5344.60925,3,2014,FALSE,1
"T20",100000,55,5789.304259,0.4,14322.63751,3,2014,FALSE,1
"T20",250000,26,502.1797947,0.4,1687.217202,3,2014,FALSE,1
"T20",250000,35,1006.460844,0.4,3355.358484,3,2014,FALSE,1
"T20",250000,45,3989.426392,0.4,12890.66219,3,2014,FALSE,1
"T20",250000,55,14305.3811,0.4,35391.2627,3,2014,FALSE,1
"T20",500000,26,907.3309931,0.4,3048.438977,3,2014,FALSE,1
"T20",500000,35,1915.524753,0.4,6386.013195,3,2014,FALSE,1
"T20",500000,45,7881.704166,0.4,25467.41709,3,2014,FALSE,1
"T20",500000,55,28498.84249,0.4,70505.63802,3,2014,FALSE,1
"T20",1000000,26,1717.63339,0.4,5770.882527,3,2014,FALSE,1
"T20",1000000,35,3733.65257,0.4,12447.32262,3,2014,FALSE,1
"T20",1000000,45,15666.25971,0.4,50620.92689,3,2014,FALSE,1
"T20",1000000,55,56885.76528,0.4,140734.3887,3,2014,FALSE,1
"T20",2000000,26,3338.238183,0.4,11215.76963,3,2014,FALSE,1
"T20",2000000,35,7369.908205,0.4,24569.94146,3,2014,FALSE,1
"T20",2000000,45,31235.37081,0.4,100927.9465,3,2014,FALSE,1
"T20",2000000,55,113659.6109,0.4,281191.8899,3,2014,FALSE,1
"SPWL",50000,26,2571.429075,0.4,925.71,3,2014,FALSE,1
"SPWL",50000,35,4428.860397,0.4,1594.39,3,2014,FALSE,1
"SPWL",50000,45,9906.878743,0.4,3566.48,3,2014,FALSE,1
"SPWL",50000,55,20015.21668,0.4,7205.48,3,2014,FALSE,1
"SPWL",100000,26,4214.317711,0.4,1517.15,3,2014,FALSE,1
"SPWL",100000,35,7943.370382,0.4,2859.61,3,2014,FALSE,1
"SPWL",100000,45,18944.84195,0.4,6820.14,3,2014,FALSE,1
"SPWL",100000,55,39269.06831,0.4,14136.86,3,2014,FALSE,1
"SPWL",250000,26,9142.98362,0.4,3291.47,3,2014,FALSE,1
"SPWL",250000,35,18486.90034,0.4,6655.28,3,2014,FALSE,1
"SPWL",250000,45,46058.73157,0.4,16581.14,3,2014,FALSE,1
"SPWL",250000,55,97030.62318,0.4,34931.02,3,2014,FALSE,1
"SPWL",500000,26,17357.4268,0.4,6248.67,3,2014,FALSE,1
"SPWL",500000,35,36059.45026,0.4,12981.4,3,2014,FALSE,1
"SPWL",500000,45,91248.54761,0.4,32849.48,3,2014,FALSE,1
"SPWL",500000,55,193299.8813,0.4,69587.96,3,2014,FALSE,1
"SPWL",1000000,26,33786.31316,0.4,12163.07,3,2014,FALSE,1
"SPWL",1000000,35,71204.55011,0.4,25633.64,3,2014,FALSE,1
"SPWL",1000000,45,181628.1797,0.4,65386.14,3,2014,FALSE,1
"SPWL",1000000,55,385838.3975,0.4,138901.82,3,2014,FALSE,1
"SPWL",2000000,26,66644.08589,0.4,23991.87,3,2014,FALSE,1
"SPWL",2000000,35,141494.7498,0.4,50938.11,3,2014,FALSE,1
"SPWL",2000000,45,362387.4438,0.4,130459.48,3,2014,FALSE,1
"SPWL",2000000,55,770915.43,0.4,277529.55,3,2014,FALSE,1
"T20",50000,26,174.7512772,0.4,140.6304918,3,2024,FALSE,1
"T20",50000,35,254.8068162,0.4,825.9046457,3,2024,FALSE,1
"T20",50000,45,829.6955835,0.4,2528.3095,3,2024,FALSE,1
"T20",50000,55,2840.494711,0.4,6717.676833,3,2024,FALSE,1
"T20",100000,26,251.9872279,0.4,811.1434345,3,2024,FALSE,1
"T20",100000,35,427.3302225,0.4,1365.72604,3,2024,FALSE,1
"T20",100000,45,1559.675226,0.4,4752.757241,3,2024,FALSE,1
"T20",100000,55,5566.492433,0.4,13164.57204,3,2024,FALSE,1
"T20",250000,26,483.4615343,0.4,1556.256055,3,2024,FALSE,1
"T20",250000,35,921.2948298,0.4,2944.412244,3,2024,FALSE,1
"T20",250000,45,3749.614155,0.4,11426.10046,3,2024,FALSE,1
"T20",250000,55,13744.4856,0.4,32505.25766,3,2024,FALSE,1
"T20",500000,26,869.2520449,0.4,2798.110424,3,2024,FALSE,1
"T20",500000,35,1744.569175,0.4,5575.555918,3,2024,FALSE,1
"T20",500000,45,7399.51237,0.4,22548.33917,3,2024,FALSE,1
"T20",500000,55,27374.4742,0.4,64739.73369,3,2024,FALSE,1
"T20",1000000,26,1640.833066,0.4,5281.81916,3,2024,FALSE,1
